transaction_id,customer_id,amount,currency,status,channel,timestamp,fees_charged,refund_amount,refund_timestamp,_merge,over_refund_flag,refund_on_failed,time_to_refund_hours,refund_ratio,channel_code,anomaly_score,anomaly_flag
97757e92-33ca-42a3-825f-36e766291dad,58984,49345.0,KES,SUCCESS,M-Pesa,2025-03-04 01:27:38,493.45,49345.0,2025-03-13 12:27:38,both,False,False,227.0,1.0,3,0.06888652224410957,False
9aec3822-bbf0-4ec5-8c35-f68f1b005fc9,12693,22853.9,KES,SUCCESS,M-Pesa,2025-03-16 05:00:47,228.54,22853.9,2025-03-17 23:00:47,both,False,False,42.0,1.0,3,0.14479576886522405,False
c90b5427-f0a3-42e4-9e15-816ccb319a17,30309,41466.75,KES,SUCCESS,M-Pesa,2025-04-15 02:25:02,414.67,41466.75,2025-04-15 16:25:02,both,False,False,14.0,1.0,3,0.11731499448675142,False
4907cb8d-73ec-482e-8985-3884d5c6e11a,15287,40503.23,KES,SUCCESS,Bank Transfer,2025-01-17 22:09:27,30.0,40503.23,2025-01-24 20:09:27,both,False,False,166.0,1.0,1,0.09398713475490728,False
1926c3ed-0a76-4ca3-91d8-757b8a57314c,80792,10289.84,KES,SUCCESS,USSD,2025-03-05 12:12:05,10.0,10289.84,2025-03-13 08:12:05,both,False,False,188.0,1.0,4,0.06635093001403108,False
24b8e26a-ff38-41fe-b5fc-4bea09fcc581,27368,12837.98,KES,SUCCESS,Bank Transfer,2025-04-10 22:27:59,30.0,12837.98,2025-04-11 15:27:59,both,False,False,17.0,1.0,1,0.08422667693557567,False
7dbfbaa5-14f0-4ed6-b7c6-e778d74a92ed,84553,23300.23,KES,FAILED,M-Pesa,2025-06-09 06:21:30,233.0,23300.23,2025-06-18 02:21:30,both,False,True,212.0,1.0,3,0.14320136810534662,False
b2de26fb-4123-4258-b3b5-45676d5b3dda,11007,5393.68,KES,SUCCESS,M-Pesa,2025-03-04 00:23:55,53.94,5393.68,2025-03-06 16:23:55,both,False,False,64.0,1.0,3,0.13127116537827915,False
c2df6f71-9342-453b-9c82-3ee73a57fdcd,70233,37979.25,KES,SUCCESS,M-Pesa,2025-03-13 09:53:51,379.79,37979.25,2025-03-17 23:53:51,both,False,False,110.0,1.0,3,0.15462290733393624,False
8eeb46f9-ab02-48cb-bf31-3ebc27289116,16441,45891.74,KES,SUCCESS,M-Pesa,2025-02-23 06:01:15,458.92,45891.74,2025-03-03 14:01:15,both,False,False,200.0,1.0,3,0.1210472062833231,False
70e74d56-93bf-4111-bde2-3d3d34edc7ef,65754,49563.24,KES,SUCCESS,M-Pesa,2025-04-12 21:12:09,495.63,49563.24,2025-04-20 06:12:09,both,False,False,177.0,1.0,3,0.09247984209046511,False
6ba50ae8-85e9-4f9f-8e43-2d6272dcf7b5,38044,11092.12,KES,PENDING,Card,2025-05-15 04:02:51,166.38,11092.12,2025-05-24 01:02:51,both,False,False,213.0,1.0,2,0.10969014779504166,False
376133b1-55a8-4372-b0cf-8ecd5a42667d,47900,26957.85,KES,SUCCESS,Card,2025-02-27 03:00:05,404.37,26957.85,2025-03-08 09:00:05,both,False,False,222.0,1.0,2,0.10772897945739718,False
c1341f44-d07d-4642-b341-1d605fc212e7,78099,25529.98,KES,SUCCESS,M-Pesa,2025-02-24 01:50:43,255.3,25529.98,2025-03-04 15:50:43,both,False,False,206.0,1.0,3,0.14825895665937433,False
9537c82d-7591-43a3-9cb2-6163cb403b76,88021,42353.59,KES,SUCCESS,M-Pesa,2025-01-22 19:04:33,423.54,42353.59,2025-01-31 07:04:33,both,False,False,204.0,1.0,3,0.1354397695582028,False
48da1b47-bd50-4913-81b0-9782e09dc175,36475,15737.34,KES,SUCCESS,Card,2025-03-17 03:32:43,236.06,15737.34,2025-03-21 08:32:43,both,False,False,101.0,1.0,2,0.13358700763159748,False
19dd4d27-7097-4991-9151-fc61523b994a,60939,33266.0,KES,SUCCESS,USSD,2025-05-31 16:20:10,10.0,33266.0,2025-06-07 00:20:10,both,False,False,152.0,1.0,4,0.07820941241932233,False
67c4369e-6f7b-4104-86e6-28253ae974e9,90650,2290.44,KES,SUCCESS,USSD,2025-02-14 17:04:00,10.0,2290.44,2025-02-18 19:04:00,both,False,False,98.0,1.0,4,0.03786407829939287,False
8ba2808f-d7cd-4d40-ba00-e46d494ff8b3,17597,1596.24,KES,SUCCESS,M-Pesa,2025-02-19 05:11:33,15.96,1596.24,2025-02-19 21:11:33,both,False,False,16.0,1.0,3,0.07131862209640749,False
e288fb3b-ab9d-4ffd-a5bd-342e3ac7275e,94227,7186.65,KES,SUCCESS,M-Pesa,2025-04-29 03:23:57,71.87,7186.65,2025-05-08 11:23:57,both,False,False,224.0,1.0,3,0.11107206868442576,False
404b9ed6-8306-4886-bea0-730958487e04,30447,16638.36,KES,SUCCESS,Card,2025-01-07 14:25:55,249.58,16638.36,2025-01-15 14:25:55,both,False,False,192.0,1.0,2,0.12770279113893368,False
36f30750-f8b8-4e45-885c-9b414891b13a,87219,36300.01,KES,SUCCESS,Card,2025-01-06 20:31:43,544.5,36300.01,2025-01-16 01:31:43,both,False,False,221.0,1.0,2,0.1036629022748436,False
de707bcb-9486-4d6e-a0fc-3d1a9f8d0452,64318,1523.73,KES,SUCCESS,M-Pesa,2025-02-12 01:23:59,15.24,2193.59,2025-02-14 09:23:59,both,True,False,56.0,1.4396185675939963,3,-0.012997699132156537,True
d83169a1-8a14-40ba-b6e1-4737ed226ee0,53395,23103.07,KES,PENDING,Card,2025-04-11 06:21:07,346.55,23103.07,2025-04-15 02:21:07,both,False,False,92.0,1.0,2,0.1309879118365288,False
7b71a36b-13de-4737-8e09-dd0ea3dc6ddf,84842,40342.92,KES,FAILED,App,2025-06-12 07:51:42,10.0,40342.92,2025-06-13 19:51:42,both,False,True,36.0,1.0,0,0.009768200715444375,False
6e1228e6-b4e4-40b0-8c4b-7fa88bf44a78,82518,29985.14,KES,SUCCESS,Card,2025-06-24 16:37:01,449.78,29985.14,2025-06-28 07:37:01,both,False,False,87.0,1.0,2,0.13550856230814623,False
15d61091-54ec-4227-941b-e8b8c307b46d,99499,24563.71,KES,SUCCESS,USSD,2025-04-06 17:45:09,10.0,24563.71,2025-04-15 12:45:09,both,False,False,211.0,1.0,4,0.06265893711533116,False
a0fa7c55-6439-4ef0-afa3-29ad532835d9,78665,11892.38,KES,PENDING,USSD,2025-03-13 21:27:53,10.0,13538.3,2025-03-17 07:27:53,both,True,False,82.0,1.138401228349582,4,0.04121402761585036,False
8f2a1ebf-1fab-4ff2-bd4c-5d12669bebad,55397,3354.95,KES,SUCCESS,Card,2025-02-23 07:10:32,50.32,3354.95,2025-02-28 10:10:32,both,False,False,123.0,1.0,2,0.08314709950400784,False
d318d871-c03a-486f-ba63-68523bf51a8f,64710,10952.08,KES,PENDING,Bank Transfer,2025-06-19 05:48:04,30.0,10952.08,2025-06-20 15:48:04,both,False,False,34.0,1.0,1,0.08788277607485995,False
d3019735-e3ca-4371-a13d-b256155388d3,60225,5338.42,KES,SUCCESS,M-Pesa,2025-02-27 02:35:43,53.38,5338.42,2025-02-28 05:35:43,both,False,False,27.0,1.0,3,0.11444699873385794,False
da2a3af5-ea54-4e31-b471-f867e997e9fa,79345,42108.68,KES,SUCCESS,Card,2025-06-28 22:38:51,631.63,61143.56,2025-06-28 23:38:51,both,True,False,1.0,1.4520417168146804,2,-0.062374418812770616,True
d56c0842-e96d-4b0a-af71-8bec1c377e1f,76471,44725.5,KES,FAILED,USSD,2025-01-29 04:38:29,10.0,44725.5,2025-02-02 04:38:29,both,False,True,96.0,1.0,4,0.06357365703829898,False
369c05b4-b556-4dd5-8064-21030fab42d3,57234,36938.37,KES,SUCCESS,M-Pesa,2025-04-19 22:05:26,369.38,36938.37,2025-04-20 04:05:26,both,False,False,6.0,1.0,3,0.10932095376208162,False
3c5973c4-2952-45e0-a886-fd99b994e41d,19269,710.78,KES,SUCCESS,Card,2025-03-15 08:53:36,10.66,710.78,2025-03-23 08:53:36,both,False,False,192.0,1.0,2,0.03982548200803593,False
d8fb7dbc-2f74-45de-a8d6-0a2996f51496,17489,42784.78,KES,SUCCESS,M-Pesa,2025-02-13 00:33:16,427.85,42784.78,2025-02-22 02:33:16,both,False,False,218.0,1.0,3,0.124151942685431,False
5c53fd3e-9572-4705-b58f-bddfcb049e96,66116,15929.34,KES,SUCCESS,M-Pesa,2025-04-07 07:18:51,159.29,15929.34,2025-04-16 06:18:51,both,False,False,215.0,1.0,3,0.13931361111851004,False
5c2408f2-1251-4b2f-b48c-975ba092d606,95092,46473.7,KES,SUCCESS,Card,2025-06-15 05:13:50,697.11,135179.34,2025-06-19 15:13:50,both,True,False,106.0,2.9087277320290834,2,-0.1655821228832387,True
a7c96cdc-fcd6-46b7-a9d2-414a076ae1b4,39475,48832.05,KES,SUCCESS,Card,2025-01-09 11:44:52,732.48,48832.05,2025-01-18 12:44:52,both,False,False,217.0,1.0,2,0.0571273496116711,False
8e991ed3-f390-4c31-8432-80ca3a9bab56,93767,36357.5,KES,FAILED,M-Pesa,2025-03-25 17:07:26,363.57,36357.5,2025-04-03 11:07:26,both,False,True,210.0,1.0,3,0.1401303770836233,False
13efd735-e594-4f3f-bec6-520d77a727f5,90674,13376.39,KES,SUCCESS,Card,2025-03-09 18:26:21,110.59,13376.39,2025-03-16 15:26:21,both,False,False,165.0,1.0,2,0.12891470941120065,False
31072339-fc34-4d88-bfa9-0da9694f1469,88972,40651.91,KES,SUCCESS,Bank Transfer,2025-03-07 21:55:29,30.0,40651.91,2025-03-10 02:55:29,both,False,False,53.0,1.0,1,0.0855537845249284,False
82ec16fc-0e3c-4021-8e86-a3cc71303c4c,34398,24695.66,KES,FAILED,USSD,2025-05-21 23:26:01,7.89,16305.08,2025-05-23 05:26:01,both,False,True,30.0,0.660240706261748,4,-0.035020475282441454,True
