transaction_id|bank_amount|bank_timestamp
198f2142-8416-470e-81c6-b32fa6b25537|47537.68042268982|2025-04-14 02:44:25
a80ab4a3-8e68-4aeb-8cf4-ba323250a1cf|41631.18899435278|2025-01-22 03:05:04
09d39b78-e89f-41af-a9d8-7acfa2846882|403.7587690330956|2025-06-19 08:07:11
e0764558-3f29-463e-92d9-50d139a2b088|22831.271043643374|2025-02-25 11:33:23
6467ea79-2b6a-4acc-8453-89378443c543|43003.131679150814|2025-01-18 02:57:07
5e1e60cf-310d-431f-9d57-9ded15d1517b|19301.055557190455|2025-04-03 10:31:23
e93d8507-d850-4e58-bb6f-a14adbf20dd9|28406.39389845256|2025-02-14 23:14:57
33f57ce4-04b7-46c7-b597-910bf9d13ac9|46098.062775254315|2025-02-10 23:27:27
da597cb7-0514-4527-af48-c4edd1ff2919|41445.364362865206|2025-05-05 06:34:04
97757e92-33ca-42a3-825f-36e766291dad|49344.865494582664|2025-03-05 11:27:38
972a87f5-df30-466c-b130-4e50902a0f9f|36464.74064138995|2025-02-12 08:30:51
5316577e-83a5-4bf7-b878-372845dc2c4d|22500.241182125905|2025-03-04 20:06:15
6cded0f1-944a-4e11-9963-047db9e2a9ef|36099.710008490736|2025-01-28 10:03:26
a3f91d6f-4f28-4a9d-93d7-71fed7adf27b|5439.265398988945|2025-02-22 16:04:28
a1021495-500d-457c-b4ea-fda07948c30d|14523.727986628206|2025-02-15 10:49:17
9aec3822-bbf0-4ec5-8c35-f68f1b005fc9|22854.709305560697|2025-03-16 05:00:47
c610d18d-827b-4a65-8aea-3f8921d4d8cf|397.5166206545772|2025-06-14 15:45:45
9e0b4804-025f-4012-ac98-f7ed0d58b9be|8455.253523219524|2025-06-30 06:06:24
25f2c7b4-9178-4d1a-885d-f61032725028|48123.26717036562|2025-04-24 13:39:32
dad5021d-a5a6-465f-9a26-2dcde6697100|48830.97906313764|2025-05-10 16:58:37
35f50253-c056-4a66-9ddb-fc8edd21f7da|22416.794525581558|2025-05-04 18:31:28
083ccb28-f342-486e-92bb-bec7a8b21285|9366.292293053011|2025-06-15 01:01:22
05375e46-de58-43c2-964e-d4146d6cdce4|36775.011659060554|2025-02-12 04:25:06
528890ae-1c88-49e9-9a21-21faa48724dc|26506.783637926328|2025-05-22 00:48:52
08731896-d05d-4b32-bf57-78b31a3bd220|9476.38332622949|2025-05-11 13:14:59
50630abc-4f8f-48b1-912a-07d7ada06440|32118.853247496823|2025-06-15 23:49:11
d0613773-2bb8-4a15-966e-56b61197393b|34610.474448474306|2025-06-10 19:41:07
400f11c7-df11-4972-9f74-e90bbb329115|37336.33292014215|2025-05-25 23:31:11
7c3df66f-6fb4-4703-a8f6-be4148a8bc56|44608.68937988894|2025-01-31 07:03:10
cda60bbf-d253-4a83-a014-66f385b6afdf|24984.28648585904|2025-01-18 17:41:31
1c07b133-4111-435a-b516-d15be761d676|8516.196638120484|2025-02-28 05:24:45
71f5cfe6-8cbb-42e8-a6da-50afee3de286|33574.38552798568|2025-05-11 01:30:17
afd0f902-c434-4a26-b75a-9574d53bc9c5|18005.625904765515|2025-04-11 02:09:53
583cae84-b5cb-4dd3-a38e-4db96d4c50a9|4124.715113335924|2025-01-21 20:39:28
b7f2dd44-4681-49e7-a077-387b4499390c|27154.151916463932|2025-03-27 13:37:04
aca28d70-5aec-4d9e-a45d-c5261a59f06d|4312.328627729858|2025-02-18 13:25:38
9790b5eb-4495-4543-b2ca-a5504415d1ca|37213.97923392282|2025-03-03 16:26:30
b6a45255-4e33-4acb-b63e-05e325fc8cba|33027.15684546364|2025-03-11 04:33:58
4ac966bf-b85d-491b-b4db-7953dae57511|7975.352776916749|2025-03-10 22:14:38
61ecdfbf-f70d-4614-b741-e6160e827461|42832.38632903534|2025-01-25 04:01:19
3ddab82a-93c8-407f-97e4-1383c2984a58|9830.658851447948|2025-05-11 14:35:50
9a5618ba-d141-44a2-99af-d52d5ee88dad|19300.431696761676|2025-04-26 15:39:18
d42c0bf6-221d-40e6-8552-a80d5ce73eac|42928.7063741119|2025-04-11 04:55:52
3def60e5-98cd-46e7-91ac-ff64b7b25332|24852.515605170844|2025-01-19 22:08:00
38174185-d1a5-42ac-8585-8f57df97ece3|45274.37284987823|2025-05-10 03:58:27
9b539b84-6f33-41c3-9ceb-970388eda08a|39076.385689542534|2025-06-16 05:35:48
9ae057b3-c717-4207-83a2-a05d17f61045|17578.56672285157|2025-03-17 20:01:13
4161b76d-b0b4-4780-a38f-58a583ec6fe7|41931.548944014|2025-05-17 22:17:45
6958b88e-b5f7-4724-854e-4bf0a80a5c6a|45389.22576953431|2025-06-08 15:36:18
91c4662f-316d-4d9a-993b-c1b4fb7c2b75|2861.7023421479284|2025-04-15 15:55:18
a3b37ec9-4324-4cdf-a8cf-0e092d799a28|48111.144377621524|2025-02-27 14:00:48
1b9c8072-9fad-4243-97d4-dd2d07b73c7a|45959.92025235169|2025-05-27 04:55:26
c7dc1e6d-649f-464d-a424-afd070b8c2e2|9447.621950580227|2025-06-28 11:15:07
cf3bd258-9b92-44f0-b501-0978e09cb87c|49311.30087256688|2025-06-11 08:21:24
f7f39cd5-48ef-401c-95e2-369d47ea146e|13583.844436037432|2025-05-14 13:35:13
430ea847-e239-4911-bba8-b689478baf2f|30689.695669900328|2025-04-20 13:31:32
c90b5427-f0a3-42e4-9e15-816ccb319a17|41467.403602658625|2025-04-15 21:25:02
d0569814-910f-49af-b252-da158b8ddfb8|3813.4735579662006|2025-05-15 15:24:02
705bc8e3-7c4a-4211-8a64-ef5865c76389|36318.81220364974|2025-03-27 08:39:57
aeba933b-fda2-4feb-a737-2e385522b057|47704.91223027492|2025-04-25 01:39:03
beabbc8d-665e-4c46-a1d1-948ce20c1496|13469.87250773592|2025-04-29 02:52:02
a5b20dac-2fb8-4897-81fa-07661d2bb026|49024.535876259404|2025-03-21 22:29:46
e896f80c-f034-4b1c-b73d-467146b04a9e|17445.30131158353|2025-02-01 06:33:10
2fab58e9-5010-47b2-a23f-8343a3d7cf4b|47478.772062761105|2025-03-16 22:32:43
d955c23f-ebd9-4cbb-95ac-0d483f330e7c|24656.14517363845|2025-04-26 15:44:14
ae8db0de-1661-46b0-9607-6b666be55c2d|33393.598267895395|2025-05-28 21:51:48
4f87e789-565e-4ff3-80dd-a4e8e9bd472e|1637.7815987492527|2025-01-13 11:12:57
a719462d-4b80-4a52-8eb1-f89ca39dccec|2013.6392372669816|2025-02-25 17:27:25
7f553f3b-1794-4e16-8bde-5dd217634be5|18555.897063629913|2025-03-21 05:17:27
df3ff549-7164-45a4-af2d-b73d330a2b56|7429.025628324603|2025-06-01 16:31:57
5546d3c2-05a3-485a-bd15-bcb3e0928f58|5402.718302753542|2025-01-16 10:51:11
883bc047-5931-42f8-9cef-ebcf1c7d7c56|1052.97236043607|2025-05-07 13:18:35
22ce1ede-89b7-4104-b60c-9d933be17852|29700.856370124082|2025-04-20 09:25:34
46e2d8b8-6566-405e-b59e-26ffd8ef0471|29363.409491636412|2025-03-26 08:37:29
bdfffa14-091b-4c0e-9141-d3652678cd82|44987.336261578654|2025-02-28 15:47:40
bd852ab5-db66-460e-942b-d86bb06b41af|11899.395091560496|2025-04-24 05:32:19
9e2d3f26-5edd-487a-83c2-e55868ebda2b|44834.99433782792|2025-03-20 03:01:57
0c9da09e-e913-417f-bed8-79a58ec8bbcf|48400.947435965696|2025-01-21 06:16:16
ec6a54bb-0da5-423d-98b2-9f11b0079e0f|30549.727883784075|2025-05-20 05:57:34
71734768-3ac4-4a57-9749-cd9e65310088|2638.509793732442|2025-05-31 11:44:25
4907cb8d-73ec-482e-8985-3884d5c6e11a|40504.09120122217|2025-01-18 17:09:27
1926c3ed-0a76-4ca3-91d8-757b8a57314c|10289.757868759512|2025-03-05 23:12:05
687d1e3f-57f1-4902-9f15-ea37501ff05e|7032.572774939406|2025-01-30 05:18:44
ad09bba1-cee1-41dc-88dc-2714d5dd8d62|21984.692455250286|2025-06-16 21:52:00
7dc52500-24a6-4378-b4e0-71038e1db974|28895.377350625804|2025-02-23 06:07:35
64ad9808-b261-4517-a757-df470c44b1bc|24796.90661997489|2025-06-07 03:59:49
d789a6a1-91db-4338-a91f-73bb431575bd|12461.767713373723|2025-03-28 20:26:41
4f3c83bf-fdc1-48b1-a475-60ac1fc6d340|5190.417911200831|2025-04-20 10:58:15
6b206d59-3acf-4550-80c7-7b3c79ede80b|27159.68410471007|2025-01-12 13:55:53
954eb014-4588-46c3-9410-ea5bfd6da01c|1200.5576480514324|2025-02-02 09:19:36
c6787db4-aff5-484a-9ab7-eef3a130adab|18996.807418315097|2025-02-26 09:40:24
c86f8813-c75e-4300-af73-80713e046317|22649.488678437025|2025-07-01 11:42:45
0559760d-02f4-4fa3-a5ef-4e85eab0fbc2|18152.29570551153|2025-06-05 13:30:41
4ee9942c-7151-4cf9-9238-89b509f87f81|48056.1435608726|2025-03-04 23:57:32
da2e9f01-672c-4356-8fca-b7575c31da02|29790.460983658417|2025-05-03 18:21:59
4939ec4e-3149-4d8f-8154-0b2700710913|23439.032547428975|2025-05-25 17:07:29
5c0129d3-9054-477c-8d95-d0a15e81c74c|22692.73717887447|2025-04-24 15:11:25
a58007da-8727-4d90-8a77-82e853364f41|7850.693542569204|2025-03-08 13:15:34
fcdf2c46-518f-4788-8b72-b1a76786fd9d|33611.635160344376|2025-03-09 06:06:26
491431e7-a936-4f4a-81ea-672a1bbd1ff1|5017.3344750483275|2025-05-01 05:27:38
3cfbd68f-2949-49aa-9536-3f3de9e67f4b|42413.91214471236|2025-01-29 09:43:39
28b3e41b-673f-488d-beec-74adbbd2261d|40881.353890044724|2025-05-11 15:21:58
6596becf-3c1a-4db9-bdfa-711d02b7c812|17293.27256579348|2025-02-23 18:58:03
58a48832-88b9-423c-ad85-8886d523c390|40762.74357029701|2025-06-15 04:46:51
6e2154de-ddec-4b8f-bc9c-ae54a2cd1584|7044.561960319064|2025-06-18 23:00:28
d95e630c-1088-4a65-b397-5fbbbfb42902|36914.35465307305|2025-01-27 14:47:56
2155adfd-6a92-430e-a661-192fdb0afaaf|45780.4724541979|2025-02-25 04:59:29
3afd6444-85c1-413e-a004-b4d7bcb4e61b|46844.42104076925|2025-02-06 18:41:18
fc941253-7241-445d-a39d-139acdb1cc5f|36423.75386994647|2025-02-12 08:42:30
ae36873e-d6f6-4e9f-b1ec-df87ea4de4ac|39981.38134864395|2025-04-08 13:24:11
cb787133-85e3-45a8-a34f-4b0db8878684|48106.18142222713|2025-02-17 22:41:31
a710e3d2-b2e9-42fb-abe9-255eaa5471e3|36624.78448164973|2025-04-29 08:07:33
9ab19473-7b86-484f-a246-91756fa52971|24497.047309251036|2025-04-20 00:45:35
2648585c-867f-4b2f-8c91-677eefb9feb7|49967.90593793414|2025-05-16 18:26:53
23c1f4b7-cf84-424a-baf9-6ca8ef29c50c|22784.4052201793|2025-01-15 11:48:30
641c678e-aa1f-42d9-985f-6afdf582497d|6072.868915821853|2025-06-17 20:44:22
32ec85bf-208f-49ae-b00a-34861acb2739|15799.202978401254|2025-06-03 13:06:04
fb0f7fa6-09d9-4ec6-953f-6ff22608c579|43838.57794087277|2025-02-04 01:10:30
f1cfedb7-daf6-476c-acb1-58e19605733a|46632.68215117211|2025-01-30 20:13:49
1e9d69cd-9955-43d2-816f-3dd9ef6ea952|24015.76620078775|2025-05-02 20:54:32
d8a0c372-2960-42ba-a5db-58c9c63a054d|36626.43816633585|2025-05-01 18:00:13
72e8cdfb-009e-4491-8b5c-775b2a61e949|47239.4422835813|2025-06-03 18:44:22
1768caa9-7c4e-48d2-ae0c-a2d1906d420c|9363.219266855083|2025-01-07 06:29:41
9d6aaa8f-2bb8-4188-96f9-988df451a3e9|40801.580267871504|2025-03-31 03:35:20
1bc425eb-21ae-4da3-b6d2-1fb7d1b6e7ba|43113.481399966|2025-01-05 20:19:22
f4821e59-c13f-49b2-8083-402d2d52fb4b|12669.236340372183|2025-06-26 17:37:53
fadaeff4-0d51-40f6-aa43-3b0c1cc9b6fe|34179.63563163977|2025-02-10 00:38:36
72ccdcb2-bd7a-4a26-916b-a75b71f5e6cd|45330.31663676938|2025-02-11 17:57:11
17fd2c1c-e549-4364-b33d-526eca357c12|12301.968695632742|2025-01-14 14:12:10
ac36e96c-a9e6-48dc-a7ba-be69616018f1|34022.623438427225|2025-01-09 05:40:20
920db9a8-8a01-4cbc-ae0c-6e116b0b1ed9|8079.9099017827775|2025-01-13 14:11:02
171a8c95-5db0-4060-b62a-a1e3e6e652b8|16355.39146067148|2025-04-09 11:36:27
b2de26fb-4123-4258-b3b5-45676d5b3dda|5392.954176288101|2025-03-04 16:23:55
1e26a3cb-a4b4-420b-b8f7-172c6cf7504e|29128.947949600693|2025-02-20 18:37:01
00296a41-a140-4972-b2c9-31c67c23748d|22325.18624488036|2025-01-07 18:56:12
7b123ea7-eb71-4bdd-a5f1-4c641ce8d7ba|18624.053504431817|2025-01-28 02:15:45
63ed69d9-d549-4768-9d5b-5ee72757d7ab|30384.05075389927|2025-06-26 02:45:44
4df5acd8-269c-441a-babc-81b88d679d8a|16330.150233740636|2025-03-05 23:48:28
95c1eb0e-3cfa-433c-a721-cc1b283a4623|19655.709897675282|2025-02-02 12:42:34
9753ea0f-c80d-4016-b06b-7cd57de19eb3|49333.92055950781|2025-03-27 23:33:07
c6f72b19-6a42-42af-ba66-8aa3d8283574|3974.7681684255685|2025-04-14 15:07:41
65653d2c-cf8e-4d8e-9080-2e9ce9629df7|2107.920532124715|2025-03-02 19:49:46
301eb04c-dbea-4c6a-8809-4b33c441a428|40750.551225770614|2025-05-12 11:14:13
53ddf6c8-298d-4635-84d3-a9b37a03b17f|24071.247115182985|2025-01-16 01:15:13
a2a3a1d2-f3a6-4b93-8fef-b7af72329e66|32531.569081536065|2025-05-27 09:33:42
19524f5d-3e77-44f7-881a-56fb33155ecf|9147.699353092668|2025-02-20 23:34:09
65dc7f98-171d-497c-85bf-1d472ba447d9|3656.132052981851|2025-03-19 14:09:01
263f78b1-7db2-4c0f-91a7-0723b6aa3a94|37147.52675154626|2025-04-19 00:57:23
7fea8cdb-8d5c-4416-a9ed-97ad6b716a1f|28954.789146935364|2025-03-08 05:29:18
bf85a51e-d83b-4b32-8ec2-92e6762a861e|13878.13262203526|2025-01-13 19:26:04
60ea3fd5-e799-48bb-b107-996bb0e47e0c|11827.048889000187|2025-03-29 20:12:41
a367126a-07c5-4d9d-a6d3-171b6bcce63a|25655.018832843234|2025-02-12 00:45:33
78ffa84e-9771-4a82-bb3d-7f2a0c5dac57|28991.629223749558|2025-05-27 02:01:12
8ea32bf1-ba1a-4fc0-aada-8cd253f0221b|42907.07318702736|2025-06-13 22:29:48
31b275ab-2bab-4353-b007-fefc09bb352f|3720.4101460501047|2025-01-11 16:16:59
64428e1e-e8e7-4217-95d5-18344fa896e1|22499.988385484237|2025-02-27 14:54:55
3e9be824-d299-4cdc-8b5f-6764cac72554|30296.32164226153|2025-02-19 00:44:07
